FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS16,PCH_REDEMP_SNAPS_12_16,PCT_SNAP12,PCT_SNAP16,PCH_SNAP_12_16,PC_SNAPBEN10,PC_SNAPBEN15,PCH_PC_SNAPBEN_10_15,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP09,PCT_NSLP15,PCH_NSLP_09_15,PCT_FREE_LUNCH09,PCT_FREE_LUNCH14,PCT_REDUCED_LUNCH09,PCT_REDUCED_LUNCH14,PCT_SBP09,PCT_SBP15,PCH_SBP_09_15,PCT_SFSP09,PCT_SFSP15,PCH_SFSP_09_15,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_WIC15,PCH_WIC_09_15,PCT_CACFP09,PCT_CACFP15,PCH_CACFP_09_15,FDPIR12
1023,AL,Choctaw,199087.2679591837,201085.89456521737,1.0038947374793608,18.824675227627115,16.97643575350071,-1.8482394741264052,28.152584361546047,31.481200919122287,11.823484888026254,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,67.91125541125541,64.5079365079365,8.008658008658008,3.8730158730158735,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,25.58854,-1.0,-1.0,72072.68,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1025,AL,Clarke,404583.406307054,344827.50463414635,-14.769736163513484,18.824675227627115,16.97643575350071,-1.8482394741264052,28.922953844565736,31.080643856669095,7.460130191746519,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,59.07995178786661,52.06438068579426,8.055443953394938,3.219034289713086,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,35.38964,34.33015,-2.993797,66390.97,107972.6,62.63146,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1027,AL,Clay,181439.6724590164,117259.88150943395,-35.37252359407747,18.824675227627115,16.97643575350071,-1.8482394741264052,17.364101827926117,16.30850932444115,-6.079165590858788,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,51.918522027475134,54.35745937961596,12.363808621506395,10.438207779419004,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1029,AL,Cleburne,157971.5238,157603.32700729926,-0.23307795218009755,18.824675227627115,16.97643575350071,-1.8482394741264052,21.735016475198147,18.793900595714412,-13.531693812332032,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,43.870237646171255,-1.0,14.522821576763487,-1.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,20.60166,21.11114,2.472974,60717.22,62624.08,3.140558,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1031,AL,Coffee,306212.26293333335,266669.27601476014,-12.913586980408509,18.824675227627115,16.97643575350071,-1.8482394741264052,14.636889031259177,17.94515271984281,22.6022324929728,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,36.5296803652968,40.45280678176367,8.414872798434441,6.233846790034116,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,26.03889,21.86827,-16.01688,177708.0,140099.1,-21.16331,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1033,AL,Colbert,263129.2794618834,154331.854389439,-41.34751757574918,18.824675227627115,16.97643575350071,-1.8482394741264052,20.490372602337033,19.498419130061087,-4.841070933784814,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,43.17937701396348,44.728550654386815,8.366153478935434,7.283082888996607,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,29.0999,23.41329,-19.54167,144510.1,159345.0,10.26566,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1035,AL,Conecuh,137903.45450549453,160813.6570212766,16.613218717352176,18.824675227627115,16.97643575350071,-1.8482394741264052,38.83807075899607,35.66325315551322,-8.174498736519931,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,80.92144122858831,78.54330708661418,4.370939161252215,3.871391076115486,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1037,AL,Coosa,218925.34399999995,174849.83749999997,-20.132665179231143,18.824675227627115,16.97643575350071,-1.8482394741264052,19.925181269318543,21.459093602819625,7.698360746474367,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,62.51885369532428,-1.0,11.463046757164404,-1.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1039,AL,Covington,305199.15815384616,232920.3417073171,-23.68250845898285,18.824675227627115,16.97643575350071,-1.8482394741264052,25.418156141047707,25.612260251542267,0.7636435523389609,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,49.051094890510946,51.59993568097765,8.321167883211679,7.653963659752372,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,28.60532,24.20761,-15.37374,104827.1,102088.9,-2.612085,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1041,AL,Crenshaw,167601.42074074075,159004.89122171947,-5.129150744085323,18.824675227627115,16.97643575350071,-1.8482394741264052,25.42068172012081,27.307341212645337,7.421750184737216,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,48.09444904722452,-1.0,10.894780447390223,-1.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,21.98315,23.0261,4.744296,50143.57,64855.31,29.33923,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1043,AL,Cullman,224490.19483870963,171700.80771428574,-23.515230659562526,18.824675227627115,16.97643575350071,-1.8482394741264052,17.01365569733602,15.937151327094886,-6.327296081404136,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,39.59622524752475,51.29824561403509,10.99164603960396,1.676413255360624,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,18.91956,22.41036,18.45074,171365.0,163880.9,-4.367368,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1045,AL,Dale,340056.25312072894,213683.61565495207,-37.162274272577854,18.824675227627115,16.97643575350071,-1.8482394741264052,24.870151837774372,26.821281479981096,7.845266305303465,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,50.85386126643494,55.950322276371644,8.23636088862022,6.241157050778179,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,21.74546,18.19534,-16.32579,131560.0,114730.7,-12.79211,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1047,AL,Dallas,505114.8591904049,513411.18675909884,1.6424635739267828,18.824675227627115,16.97643575350071,-1.8482394741264052,48.541381408793555,51.45542431875056,6.003213805178417,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,77.47946548976338,69.64108384167967,5.4309182297413265,0.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,53.36845,41.33126,-22.55487,162495.5,177162.3,9.02599,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1049,AL,DeKalb,226782.46485089467,205211.91268292684,-9.511560861705105,18.824675227627115,16.97643575350071,-1.8482394741264052,22.765519601363163,25.88526114147276,13.703801163944407,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,55.84218512898331,59.082281092679715,8.2701062215478,5.834777585210861,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,32.30809,26.54121,-17.84965,185486.1,171504.5,-7.537853,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1051,AL,Elmore,350017.54190114065,246114.44953229395,-29.685110010341486,18.824675227627115,16.97643575350071,-1.8482394741264052,17.99532594395336,18.190378886727885,1.0839089182492072,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,40.00926140310257,44.93877861434329,9.477502508296674,7.148832610844931,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,20.46489,19.73372,-3.572796,133235.0,159111.0,19.42137,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1053,AL,Escambia,319667.6844970414,261083.09254174394,-18.326717024109975,18.824675227627115,16.97643575350071,-1.8482394741264052,31.194272641074487,30.811325243873423,-1.2276208572237253,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,59.98303647158609,-1.0,9.32994062765055,-1.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,30.22372,29.66015,-1.864655,189059.4,187818.0,-0.6566635,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1055,AL,Etowah,271338.48940594064,182275.72915662648,-32.82348937826888,18.824675227627115,16.97643575350071,-1.8482394741264052,19.962335216572505,17.51917412732204,-12.238854135773563,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,47.97930614729154,51.84072126220887,9.695678636640292,9.153518657650888,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,26.37046,24.72657,-6.23386,151535.0,151838.6,0.200356,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1057,AL,Fayette,405875.1986842106,392463.4969014084,-3.3043905679088055,18.824675227627115,16.97643575350071,-1.8482394741264052,25.994238539914544,27.531942035918597,5.915555070570295,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,45.94383775351014,49.053497942386834,8.697347893915756,9.012345679012345,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,23.10955,22.09716,-4.380822,81239.31,75055.22,-7.612194,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1059,AL,Franklin,348542.8149593496,260103.0224615384,-25.374154537693126,18.824675227627115,16.97643575350071,-1.8482394741264052,24.79445285558079,24.998414811996703,0.8226112413285417,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,55.22904062229905,58.43302443133951,10.112359550561797,10.867733782645324,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,33.80968,33.25215,-1.649034,174970.7,150874.5,-13.77158,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1061,AL,Geneva,348479.9564028777,220298.63592689295,-36.78298224067565,18.824675227627115,16.97643575350071,-1.8482394741264052,25.72788353863382,26.59004547436616,3.3510799068943684,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,49.73637961335677,55.182679296346414,7.356264122520713,6.441136671177267,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,24.66132,21.30028,-13.6288,106746.5,81948.25,-23.23099,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1063,AL,Greene,149920.7096703297,105611.95764705882,-29.55479074285617,18.824675227627115,16.97643575350071,-1.8482394741264052,44.19568822553897,44.85207100591716,1.4851737957525222,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,65.42056074766354,-1.0,2.7318475916606757,-1.0,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1065,AL,Hale,295879.1264088398,247637.09485714283,-16.304641742465158,18.824675227627115,16.97643575350071,-1.8482394741264052,29.785321489001692,30.359314538419017,1.927100399534964,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,67.40387887036407,66.09133405249909,7.451514120449132,7.443365695792881,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,30.50461,-1.0,-1.0,137903.7,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1067,AL,Henry,135975.07052132703,140676.93000000002,3.457883463965942,18.824675227627115,16.97643575350071,-1.8482394741264052,23.171694987092053,22.11913210400791,-4.542450967313698,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,53.97607318789584,56.81818181818182,9.042927515833918,5.172413793103448,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,20.0945,-1.0,-1.0,83507.7,-1.0,-1.0,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1069,AL,Houston,330163.77942148765,266446.7087191822,-19.298625310732266,18.824675227627115,16.97643575350071,-1.8482394741264052,22.823585794426883,23.554009754537457,3.200303259485768,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,52.16555612506407,55.84374203415753,7.438493080471553,6.831506500127453,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,27.2464,28.36497,4.105366,149631.2,139666.4,-6.659572,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1071,AL,Jackson,220545.15322239033,172164.30388625598,-21.93693610094833,18.824675227627115,16.97643575350071,-1.8482394741264052,20.41257256655457,18.745140030848855,-8.168654540083576,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,46.8848258996157,51.29115163382695,11.95993944334459,8.603598090808958,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,20.05863,19.42001,-3.183778,88481.97,93602.68,5.787293,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1073,AL,Jefferson,364831.8124550534,294128.4462107624,-19.37971520863507,18.824675227627115,16.97643575350071,-1.8482394741264052,21.76257645294771,23.11036095071719,6.193129295529372,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,45.60550385429564,43.094986142605194,6.3236410113032715,3.81859410430839,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,20.96762,19.97552,-4.731607,135046.5,140255.5,3.857177,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1075,AL,Lamar,241560.6381081081,177098.63065868264,-26.685642145296917,18.824675227627115,16.97643575350071,-1.8482394741264052,23.499725350178522,23.0242650937515,-2.023258780015536,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,47.57446808510638,47.53268663011387,9.53191489361702,11.134542387178406,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,14.74836,19.54982,32.55587,52876.56,69690.21,31.79793,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1077,AL,Lauderdale,274112.6880991734,197129.66823529417,-28.08444235023041,18.824675227627115,16.97643575350071,-1.8482394741264052,17.030888766642576,16.83571770998915,-1.1459828041135212,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,39.786493034524526,43.96146435452794,8.298001211387037,5.71868978805395,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,21.13614,20.32182,-3.852736,110902.6,117538.9,5.983891,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1079,AL,Lawrence,267727.6788957055,228470.08649999998,-14.663255049919021,18.824675227627115,16.97643575350071,-1.8482394741264052,21.285321840084645,24.145112123864426,13.435504077717098,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,45.254916937177775,52.55489021956088,11.265991980141301,9.920159680638722,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,23.93443,19.81722,-17.20207,135816.0,111762.5,-17.71033,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1081,AL,Lee,339127.4570293282,249131.588282504,-26.537476362181213,18.824675227627115,16.97643575350071,-1.8482394741264052,15.025276833016036,14.286063606073558,-4.919797719255038,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,38.2960880074984,41.69800034182191,6.921217502836565,5.6827892667920015,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,15.54203,14.80319,-4.753825,159132.5,145324.9,-8.676781,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
